field_1,kraftwerksnummer_bundesnetzagentur,unternehmen,kraftwerksname,plz_standort_kraftwerk,ort_standort_kraftwerk,stra_e_und_hausnummer_standort_kraftwerk,bundesland,blockname,aufnahme_der_kommerziellen_stromerzeugung_der_derzeit_in_betrie,kraftwerksstatus_in_betrieb_vorlaufig_stillgelegt_saisonale_k,energietrager,spezifizierung_mehrere_energietrager_und_sonstige_energietrag,spezifizierung_mehrere_energietrager___zusatz__ersatzbrennst,auswertungenergietrager_zuordnung_zu_einem_hauptenergietrage,vergutungsfahig_nach_eeg_ja_nein,warmeauskopplung_kwk_ja_nein,netto_nennleistung_elektrische_wirkleistung_in_mw,bezeichnung_verknupfungspunkt_schaltanlage_mit_dem_stromnetz,netz__oder_umspannebene_des_anschlusses_in_kv,name_stromnetzbetreiber,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,BNA0906,TIWAG-Tiroler Wasserkraft AG,KW Silz,A-6424,Silz,,Österreich,Silz,1981,in Betrieb,Speicherwasser (ohne Pumpspeicher),,,Speicherwasser (ohne Pumpspeicher),Nein,Nein,500,UW Silz,220,TIWAG-Netz AG/APG/TenneT,,863,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0777,EnBW Energie Baden-Württemberg AG,Kopswerk I ,A-6794,Partenen,,Österreich,Masch. 1 bis 3,1968,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,247,Bürs,220,Transnet BW GmbH,,733,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0778,EnBW Energie Baden-Württemberg AG,Kopswerk II ,A-6794,Partenen,,Österreich,Masch. 1 bis 3,2008,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,525,Bürs,220,Transnet BW GmbH,,734,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0779,EnBW Energie Baden-Württemberg AG,Obervermuntwerk,A-6794,Partenen,,Österreich,Masch. 1 u. 2,1968,in Betrieb,Speicherwasser (ohne Pumpspeicher),,,Speicherwasser (ohne Pumpspeicher),Nein,nein,29,Bürs,220,Transnet BW GmbH,,735,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0780,EnBW Energie Baden-Württemberg AG,Vermuntwerk,A-6794,Partenen,,Österreich,Masch. 1 bis 5,1930,in Betrieb,Speicherwasser (ohne Pumpspeicher),,,Speicherwasser (ohne Pumpspeicher),Nein,nein,158,Bürs,220,Transnet BW GmbH,,736,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0089,Erzeugergemeinschaft Dittersbach GbR,,2748,Bernstadt a. d. Eigen,,Sachsen,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,20.8,,HS,ENSO Netz GmbH,,83,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0496,TIWAG-Tiroler Wasserkraft AG,KW Imst,A-6491,Imsterberg,,Österreich,Imsterberg,1956,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,89,UW Imst,110,TIWAG-Netz AG/APG bzw. Tennet,,455,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0495a,Enercon Windpark GmbH & Co. Ihlow KG,Windpark Ihlow,26632,Ihlow,Strodeweg 5,Niedersachsen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,58.1,UW Simonswolde,110,EWE NETZ GmbH,,453,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0495b,Enercon Windpark GmbH & Co. Ihlow KG,WP Ihlow,26632,Ihlow,,Niedersachsen,,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,15,,110,EWE Netz GmbH,,454,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1623,,Windpark Königshovener Höhe,50181,Bedburg/Königshofen,,Nordrhein-Westfalen,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,38.04,,HöS,Amprion GmbH,,1616,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1526,Raffinerie Heide GmbH,Kraftwerk Raffinerie Heide,25770,Hemminstedt,Meldorfer Str. 43,Schleswig-Holstein,,1962,in Betrieb,Mineralölprodukte,"Rückstandsöle, Raffineriegas aus Chemie-produktion",Erdgas,Mineralölprodukte,Nein,Ja,44.5,Umspannwerk Heide/Holstein,620,WerksnetzSchleswig-Holstein Netz AG,,1503,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0305,RWE Power AG,Frimmersdorf,41517,Grevenbroich-Frimmersdorf,,Nordrhein-Westfalen,E,1959,Endgültig Stillgelegt 2012,Braunkohle,,,Braunkohle,Nein,Nein,130,Osterath,220,Amprion GmbH,,1768,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0306,RWE Power AG,Frimmersdorf,41517,Grevenbroich-Frimmersdorf,,Nordrhein-Westfalen,F,1960,Endgültig Stillgelegt 2012,Braunkohle,,,Braunkohle,Nein,Nein,132,Osterath,220,Amprion GmbH,,1769,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0309,RWE Power AG,Frimmersdorf,41517,Grevenbroich-Frimmersdorf,,Nordrhein-Westfalen,N,1964,Endgültig Stillgelegt 2012,Braunkohle,,,Braunkohle,Nein,Nein,135,Gohrpunkt,220,Amprion GmbH,,1772,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0311,RWE Power AG,Frimmersdorf,41517,Grevenbroich-Frimmersdorf,,Nordrhein-Westfalen,L,1962,Endgültig Stillgelegt 2012,Braunkohle,,,Braunkohle,Nein,Nein,131,Frimmersdorf,110,Westnetz GmbH,,1774,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0312,RWE Power AG,Frimmersdorf,41517,Grevenbroich-Frimmersdorf,,Nordrhein-Westfalen,O,1964,Endgültig Stillgelegt 2012,Braunkohle,,,Braunkohle,Nein,Nein,133,Rommerskirchen,220,Amprion GmbH,,1775,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0313,RWE Power AG,Frimmersdorf,41517,Grevenbroich-Frimmersdorf,,Nordrhein-Westfalen,P,1966,in Betrieb,Mehrere Energieträger,Braunkohle,Papierschlamm,Braunkohle,Nein,Ja,284,Gohrpunkt,220,Amprion GmbH,,299,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0314,RWE Power AG,Frimmersdorf,41517,Grevenbroich-Frimmersdorf,,Nordrhein-Westfalen,Q,1970,in Betrieb,Mehrere Energieträger,Braunkohle,Papierschlamm,Braunkohle,Nein,Nein,278,Norf,220,Amprion GmbH,,300,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0960a,Solar Power Turnow GmbH & Co. KG,,3185,Turnow-Preilack,,Brandenburg,,2009,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,34.8,,110,Mitteldeutsche Netzgesellschaft Strom mbH,,912,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0113,,,31167,Bockenem,,Niedersachsen,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,MS,Avacon AG,0101000020E6100000FCA9F1D24D4224400D71AC8BDB004A40,103,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0960b,STAWAG Energie GmbH,"Solar Power Turnow West I GmbH & Co. KG, Solar Power Turnow West II GmbH & Co. KG",3185,Turnow-Preilack,,Brandenburg,,2009,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,18,,110,Mitteldeutsche Netzgesellschaft Strom mbH,,913,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0635,EREM GmbH & Co. German Wind KG c/o Treucon Asset Mgmt. GmbH,,23881,Mannhagen und Bälau,,Schleswig-Holstein,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14.4,,MS,Schleswig-Holstein Netz AG ,,589,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0696,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,A,1972,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,277,Osterath,220,Amprion GmbH,,652,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0697,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,B,1972,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,288,Opladen,380,Amprion GmbH,,653,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0698,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,C,1973,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,292,Opladen,380,Amprion GmbH,,654,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0699,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,D,1975,in Betrieb,Braunkohle,,,Braunkohle,Nein,Ja,607,Opladen,380,Amprion GmbH,,655,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0700,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,E,1976,in Betrieb,Braunkohle,,,Braunkohle,Nein,Ja,604,Rommerskirchen,380,Amprion GmbH,,656,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1637,,Windpark Weilrod,61276,Weilrod,,Hessen,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,16.8,,MS,Syna GmbH,,1630,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0567a,TIWAG-Tiroler Wasserkraft AG,KW Kühtai,A-6183,Kühtai,,Österreich,Kühtai Ma1,1981,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,144.5,UW Silz,220,TIWAG-Netz AG/APG/TenneT,,525,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0567b,TIWAG-Tiroler Wasserkraft AG,KW Kühtai,A-6183,Kühtai,,Österreich,Kühtai Ma 2,1981,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,144.5,UW Silz,220,TIWAG-Netz AG/APG/TenneT,,526,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0014,Dortmunder Energie- und Wasserversorgung GmbH,Windpark Alsleben,6425,Alsleben (Saale),,Sachsen-Anhalt,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,55.5,UW Klostermannsfeld / UW Schackstedt,110 / 20,Mitteldeutsche Netzgesellschaft Strom mbH,,17,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0184,PNE WIND AG,Windpark Altenbruch II,27478,Cuxhaven-Altenbruch,,Niedersachsen,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,25.8,UW Altenbruch,110,Avacon AG,,174,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0857,Adam Opel AG,GuD-Anlage Rüsselsheim,65429,Rüsselheim,,Hessen,M120,1999,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,112.1,KEO-Kundenanlage in Rüsselsheim,110,Stadtwerke Mainz Netze GmbH (dienstleistend),,801,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0497,Infraserv GmbH & Co. Höchst KG,ADS-Anlage,65926,Industriepark Höchst,,Hessen,,2012,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,96.5,FWH O/W,110,Infraserv GmbH & Co. Höchst KG,,456,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0498,Infraserv GmbH & Co. Höchst KG,Heizkraftwerk,65926,Industriepark Höchst,,Hessen,Block B,1989,in Betrieb,Mehrere Energieträger,Steinkohle,"Erdgas, Heizöl EL",Steinkohle,Nein,Ja,66,FWH O/W,10,Infraserv GmbH & Co. Höchst KG,,457,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0499,Infraserv GmbH & Co. Höchst KG,Heizkraftwerk,65926,Industriepark Höchst,,Hessen,Block A,2003,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,86,FWH O/W,,Infraserv GmbH & Co. Höchst KG,,458,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1263,E.ON Kraftwerke GmbH,Mühltal,82064,Straßlach,Mühltal 7,Bayern,Mühltal,1924,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,11.2,Schaltanlage vor Ort,20,Bayernwerk AG,0101000020E610000048BF7D1D3807274031B610E4A0004840,1207,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0205,Windpark Greifenhain GmbH & Co. KG,,3116,"Drebkau, OT Casel",,Brandenburg,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,20,DE0010810311600000000000000094454,HS,Mitteldeutsche Netzgesellschaft Strom mbH,,192,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1468,PROKON Regenerative Energien GmbH,WP Buckow,15848,Rietz-Neuendorf,Falkenberger Str.,Brandenburg,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,21,UW Tauche,110,E.DIS AG,,1439,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1469,PROKON Regenerative Energien GmbH,WP Glienicke,15848,Rietz-Neuendorf,Falkenberger Str.,Brandenburg,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,15,UW Tauche,110,E.DIS AG,,1440,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0927,PROKON Regenerative Energien GmbH,,25548,Störkathenquarnstedt,,Schleswig-Holstein,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14.3,,MS,Schleswig-Holstein Netz AG ,,882,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0978,Société Electrique de l'Our S.A.,PSW Vianden,L -9401,Vianden,,Luxemburg,Maschine 6,1964,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,100,Niederstedem,220,Amprion GmbH,,932,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0979,Société Electrique de l'Our S.A.,PSW Vianden,L -9401,Vianden,,Luxemburg,Maschine 7,1964,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,100,Niederstedem,220,Amprion GmbH,,933,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0980,Société Electrique de l'Our S.A.,PSW Vianden,L -9401,Vianden,,Luxemburg,Maschine 8,1963,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,100,Niederstedem,220,Amprion GmbH,,934,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0981,Société Electrique de l'Our S.A.,PSW Vianden,L -9401,Vianden,,Luxemburg,Maschine 9,1964,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,100,Niederstedem,220,Amprion GmbH,,935,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0982,Société Electrique de l'Our S.A.,PSW Vianden,L -9401,Vianden,,Luxemburg,Maschine 1,1962,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,100,Bauler,220,Amprion GmbH,,936,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0983,Société Electrique de l'Our S.A.,PSW Vianden,L -9401,Vianden,,Luxemburg,Maschine 2,1962,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,100,Bauler,220,Amprion GmbH,,937,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0111,Stadtwerke Bochum Holding GmbH,HKW Hiltrop,44805,Bochum,,Nordrhein-Westfalen,,1975 / 2014,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,44,INGU 2089 / IGRU 2088,10,Stadtwerke Bochum Netz GmbH,0101000020E610000082E2C798BB161D40FCA9F1D24DC24940,101,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0931,,,73577,Striethof,,Baden-Württemberg,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,HS/MS,Netzgesellschaft Ostwürttemberg GmbH,0101000020E610000052499D8026A22340454772F90F714840,885,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0503,UWB Umspannwerk Betriebsgesellschaft Sallentin mbH,,29416,Jeggeleben,,Sachsen-Anhalt,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,27,,HS,HSN Magdeburg GmbH,0101000020E610000033333333333326400000000000604A40,460,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0651,Breeze Three Energy GmbH & Co. KG,Windpark Bredenborn,37696,Marienmünster/ Bredenborn,,Nordrhein-Westfalen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,16.5,DE0005073769610000000000000028639,20,Westfalen Weser Netz AG,0101000020E61000001E166A4DF36E2240DFE00B93A9EA4940,604,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0784,Innwerk AG,Passau-Ingling,94036,Passau,Innstraße 121,Bayern,Passau-Ingling,1965,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,43.2,Schaltanlage vor Ort,110,APG/Bayernwerk AG,0101000020E610000089D2DEE00BD32A4070CE88D2DE484840,739,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0279,EnBW Energie Baden-Württemberg AG,Rudolf-Fettweis-Werk     ,76596,Forbach,Werkstraße 5,Baden-Württemberg,Pumpspeicherkraftwerk Schwarzenbachwerk,1926,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,43,Forbach,110,Netze BW GmbH,0101000020E61000003333333333B32040ACADD85F76574840,274,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0278,EnBW Energie Baden-Württemberg AG,Rudolf-Fettweis-Werk     ,76596,Forbach,Werkstraße 5,Baden-Württemberg,Forb/ Murgwerk,1918,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,22,Forbach,110,Netze BW GmbH,0101000020E61000003333333333B32040ACADD85F76574840,273,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0200,DIF Windpark Heede GmbH & Co.KG,,26892,Dörpen,,Niedersachsen,,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,16.5,,HS/MS,EWE NETZ GmbH,0101000020E6100000F7065F984C551D40211FF46C56754A40,187,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0417,EEW Energy from Waste Hannover GmbH,EEW Energy from Waste Hannover GmbH,30659,Hannover,,Niedersachsen,Hannover,2005,in Betrieb,Abfall,"Abfall, biol. abbaubarer Anteil von Abfällen aus Haushalten und Industrie",,Abfall,Nein,Nein,22.5,"Umspannwerk Hannover, Leitung 121, Feld E17",110,Avacon AG,0101000020E610000004560E2DB29D2340EA95B20C71344A40,389,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0127,Windpark Brake GmbH & Co KG Renditefonds,,26919,Brake,,Niedersachsen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,HS/MS,EWE NETZ GmbH,0101000020E6100000AE47E17A14EE204061545227A0A94A40,117,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0255,SWE Energie GmbH,HKW Iderhoffstraße,99085,Erfurt,,Thüringen,,1996,saisonale Konservierung,Erdgas,,,Erdgas,Nein,Ja,11,UW Iderhoffstraße,10,SWE Netz GmbH (Erfurt),0101000020E61000002575029A081B26409EEFA7C64B7F4940,247,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0756,EnBW Klenk Holzenergie GmbH,,74420,Oberrot,,Baden-Württemberg,,2000,in Betrieb,Biomasse,,,Biomasse,Ja,,18.817,,MS,Netze BW GmbH,0101000020E610000068791EDC9D5523408BE07F2BD9814840,712,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA0754,Breeze Three Energy GmbH & Co. KG,Windpark Lauterburg,73447,Oberkochen,,Baden-Württemberg,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,10,DE0010107344700000000000000285382,20,Netzgesellschaft Ostwürttemberg GmbH,0101000020E6100000BC74931804362440CEAACFD556644840,709,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0182,,,48653,Coesfeld,,Nordrhein-Westfalen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12.4,,MS,Stadtwerke Coesfeld GmbH,0101000020E61000003A234A7B83AF1C408104C58F31F74940,172,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0538,Solarkraftwerk Reckahn Infrastruktur GmbH & Co. KG,,14797,Kloster Lehnin OT Reckahn,,Brandenburg,,2010,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,35.976,,HS,E.DIS AG,0101000020E61000003333333333532940C442AD69DE294A40,494,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0337,Donau-Wasserkraft AG,PSW Langenprozelten,97737,Gemünden,,Bayern,entfällt,1974,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,164,loco Kraftwerk,110,DB Energie GmbH (110 kV Anschluß in das Netz der DB und 20 kV Anschluß an E.ON Bayern für den Eigenbedarf),0101000020E6100000228E75711B6D23404C37894160054940,316,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0546,RheinEnergie AG,HKW Merkenich,50769,Köln,,Nordrhein-Westfalen,GuD,2004,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,108,UW Merkenich,110,Rheinische NETZ Gesellschaft mbH ,0101000020E6100000CDCCCCCCCCCC1B40ACADD85F76774940,502,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0543,RheinEnergie AG,HKW Merkenich,50769,Köln,,Nordrhein-Westfalen,Block 6,2010,in Betrieb,Braunkohle,,,Braunkohle,Nein,Ja,75.3,UW Merkenich,110,Rheinische NETZ Gesellschaft mbH ,0101000020E6100000CDCCCCCCCCCC1B40ACADD85F76774940,499,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0120,H & P Windkraft GmbH & Co. KG,,33178,Borchen,,Nordrhein-Westfalen,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.8,,HS/MS,Westfalen Weser Netz AG,0101000020E6100000FC1873D71272214005C58F3177D54940,110,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0119,Mönikes Energie GmbH & Co. KG,,33178,Borchen,,Nordrhein-Westfalen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,16.8,,HS/MS,Westfalen Weser Netz AG,0101000020E6100000FC1873D71272214005C58F3177D54940,109,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0103,Stadtwerke Leipzig GmbH,Biomassekraftwerk Bischofferode,37345,Bischofferode,,Thüringen,,2006,in Betrieb,Biomasse,Waldrestholz,,Biomasse,Ja,Nein,18.1,Umspannwerk Bischofferode,20,TEN Thüringer Energienetze GmbH,0101000020E61000001E166A4DF3EE244088855AD3BCBB4940,94,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0725,,,31582,Nienburg,,Niedersachsen,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,MS,Avacon AG,0101000020E610000019E25817B771224096B20C71AC534A40,680,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0684a,SWM Services GmbH,Süd GT 60,81371,München,,Bayern,2,2004,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,102,,110,SWM Infrastruktur GmbH,0101000020E6100000637FD93D79182740BBB88D06F00E4840,639,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0683c,SWM Services GmbH,Süd GT2,81371,München,,Bayern,1,1980,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,97.9,,110,SWM Infrastruktur GmbH,0101000020E6100000637FD93D79182740BBB88D06F00E4840,638,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0683b,SWM Services GmbH,Süd GT3,81371,München,,Bayern,1,1980,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,97.9,,110,SWM Infrastruktur GmbH,0101000020E6100000637FD93D79182740BBB88D06F00E4840,637,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0683a,SWM Services GmbH,Süd DT1,81371,München,,Bayern,1,1980,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,79.7,,110,SWM Infrastruktur GmbH,0101000020E6100000637FD93D79182740BBB88D06F00E4840,636,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0921,VERBUND-Innkraftwerke GmbH,Stammham,84533,Stammham,Innstufenstr. 15,Bayern,,1955,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,23.2,UW Stammham,110,Bayernwerk AG,0101000020E6100000CDCCCCCCCCCC294088855AD3BC1B4840,876,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0181,,,29459,Clenze,,Niedersachsen,,2010,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,MS,Avacon AG,0101000020E6100000894160E5D0C22540E3361AC05B784A40,171,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0211,Stadtwerke Duisburg AG,HKW I,47053,Duisburg,Zirkelstraße,Nordrhein-Westfalen,ZAWSF,1985,in Betrieb,Mehrere Energieträger,Steinkohle,"Heizöl, Biomasse",Steinkohle,Nein,Ja,95,UW HKW I,110,Stadtwerke Duisburg Netzgesellschaft mbH,0101000020E6100000DAACFA5C6D051B402EFF21FDF6B54940,197,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
